"source","target","value"
"/recipes/1017977-frank-of-america","/recipes/1017848-falling-leaves",1
"/recipes/1017977-frank-of-america","/recipes/1017847-deathbed-manhattan",1
"/recipes/1017977-frank-of-america","/recipes/1017781-lions-tail",1
"/recipes/1017977-frank-of-america","/recipes/1017730-jimbo-and-ginga",1
"/recipes/1017977-frank-of-america","/recipes/1016352-pink-gin",1
"/recipes/1017977-frank-of-america","/recipes/1016173-jamie-boudreaus-chocolate-milk",1
"/recipes/1017977-frank-of-america","/recipes/1016010-stone-fence",1
"/recipes/1017977-frank-of-america","/recipes/1015795-mott-and-mulberry",1
"/recipes/1017977-frank-of-america","/recipes/1015784-act-of-faith",1
"/recipes/1017977-frank-of-america","/recipes/1015791-the-giving-tree",1
"/recipes/1017977-frank-of-america","/recipes/1015394-kenneth-mccoys-old-fashioned",1
"/recipes/1017977-frank-of-america","/recipes/1015396-old-fashioned-whiskey-cocktail",1
"/recipes/1017977-frank-of-america","/recipes/1014677-venezuela-libre",1
"/recipes/1017977-frank-of-america","/recipes/1014653-maple-old-fashioned",1
"/recipes/1017977-frank-of-america","/recipes/1014400-tom-and-jerry",1
"/recipes/1017977-frank-of-america","/recipes/12942-crystal-fall",1
"/recipes/1017977-frank-of-america","/recipes/12801-moos-manhattan",1
"/recipes/1017977-frank-of-america","/recipes/12800-the-southern-slope",1
"/recipes/1017977-frank-of-america","/recipes/12539-widows-kiss",1
"/recipes/1017977-frank-of-america","/recipes/12529-brooklyn",1
"/recipes/1017977-frank-of-america","/recipes/12538-junior",2
"/recipes/1017977-frank-of-america","/recipes/12523-boulevardier",1
"/recipes/1017977-frank-of-america","/recipes/12528-fancy-free",2
"/recipes/1017977-frank-of-america","/recipes/12537-vieux-carre",2
"/recipes/1017977-frank-of-america","/recipes/12468-too-hot-to-hoot-punch",1
"/recipes/1017977-frank-of-america","/recipes/12441-bourbon-old-fashioned",1
"/recipes/1017977-frank-of-america","/recipes/1015308-the-boulevardier",1
"/recipes/1017977-frank-of-america","/recipes/1015602-massa-man-hattan",1
"/recipes/1017977-frank-of-america","/recipes/1015610-old-pal",1
"/recipes/1017977-frank-of-america","/recipes/1013930-the-reanimator",1
"/recipes/1017977-frank-of-america","/recipes/1015641-saratoga",2
"/recipes/1017977-frank-of-america","/recipes/1015528-champs-elysees",1
"/recipes/1017977-frank-of-america","/recipes/1013714-angostura-sour",1
"/recipes/1017977-frank-of-america","/recipes/1013700-hot-port-sangaree",1
"/recipes/1017977-frank-of-america","/recipes/1013000-old-fashioned",1
"/recipes/1017977-frank-of-america","/recipes/1012966-red-hook-cocktail",1
"/recipes/1017977-frank-of-america","/recipes/1012932-rum-manhattan",1
"/recipes/1017977-frank-of-america","/recipes/1012910-carlo-sud",1
"/recipes/1017977-frank-of-america","/recipes/1012909-the-night-marcher",1
"/recipes/1017977-frank-of-america","/recipes/1012913-the-old-cuban",1
"/recipes/1017977-frank-of-america","/recipes/1012599-campbell-swizzle",1
"/recipes/1017977-frank-of-america","/recipes/1012606-rye-rickey",1
"/recipes/1017977-frank-of-america","/recipes/1012598-queens-park-swizzle",1
"/recipes/1017977-frank-of-america","/recipes/1012418-date-old-fashioned",1
"/recipes/1017977-frank-of-america","/recipes/1016312-cherry-crush",1
"/recipes/1017977-frank-of-america","/recipes/1016306-spiced-colada",1
"/recipes/1017977-frank-of-america","/recipes/11173-duke-of-bedford",1
"/recipes/1017977-frank-of-america","/recipes/786-applejack-cobbler",1
"/recipes/1017977-frank-of-america","/recipes/6437-the-vamp",1
"/recipes/1017977-frank-of-america","/recipes/11406-the-old-fashioned",2
"/recipes/1017977-frank-of-america","/recipes/11555-bemelmans-barter",1
"/recipes/1017977-frank-of-america","/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return",1
"/recipes/1017826-the-hunt","/recipes/1017781-lions-tail",1
"/recipes/1017826-the-hunt","/recipes/1016279-bourbon-brule",1
"/recipes/1017826-the-hunt","/recipes/1016280-bufala-negra",1
"/recipes/1017826-the-hunt","/recipes/1016278-noreaster",1
"/recipes/1017826-the-hunt","/recipes/1016276-bourbon-milk-punch",1
"/recipes/1017826-the-hunt","/recipes/1014653-maple-old-fashioned",1
"/recipes/1017826-the-hunt","/recipes/12468-too-hot-to-hoot-punch",1
"/recipes/1017826-the-hunt","/recipes/1013654-the-handyman-collins",1
"/recipes/1017826-the-hunt","/recipes/1013703-milk-punch",1
"/recipes/1017826-the-hunt","/recipes/1013708-original-chatham-artillery-punch",1
"/recipes/1017826-the-hunt","/recipes/1013713-happy-holidaze",1
"/recipes/1017826-the-hunt","/recipes/1013711-wenzhou-punch",1
"/recipes/1017826-the-hunt","/recipes/1013000-old-fashioned",1
"/recipes/1017826-the-hunt","/recipes/1012909-the-night-marcher",1
"/recipes/1017826-the-hunt","/recipes/1012911-milk-punch",1
"/recipes/1017826-the-hunt","/recipes/1012609-muddy-puddle",1
"/recipes/1017826-the-hunt","/recipes/1012418-date-old-fashioned",1
"/recipes/1017826-the-hunt","/recipes/1012659-the-murricane",1
"/recipes/1017826-the-hunt","/recipes/1016312-cherry-crush",1
"/recipes/1017826-the-hunt","/recipes/11255-whiskey-crusta",1
"/recipes/1017826-the-hunt","/recipes/9192-citrus-julep",1
"/recipes/1017826-the-hunt","/recipes/9193-rainbow-julep",1
"/recipes/1017826-the-hunt","/recipes/6621-clintons-folly",1
"/recipes/1017848-falling-leaves","/recipes/1017847-deathbed-manhattan",2
"/recipes/1017848-falling-leaves","/recipes/1017781-lions-tail",1
"/recipes/1017848-falling-leaves","/recipes/1017730-jimbo-and-ginga",1
"/recipes/1017848-falling-leaves","/recipes/1016352-pink-gin",1
"/recipes/1017848-falling-leaves","/recipes/1016173-jamie-boudreaus-chocolate-milk",1
"/recipes/1017848-falling-leaves","/recipes/1016010-stone-fence",1
"/recipes/1017848-falling-leaves","/recipes/1015784-act-of-faith",1
"/recipes/1017848-falling-leaves","/recipes/1015394-kenneth-mccoys-old-fashioned",1
"/recipes/1017848-falling-leaves","/recipes/1015396-old-fashioned-whiskey-cocktail",1
"/recipes/1017848-falling-leaves","/recipes/1014677-venezuela-libre",1
"/recipes/1017848-falling-leaves","/recipes/1014653-maple-old-fashioned",1
"/recipes/1017848-falling-leaves","/recipes/1014400-tom-and-jerry",1
"/recipes/1017848-falling-leaves","/recipes/12942-crystal-fall",1
"/recipes/1017848-falling-leaves","/recipes/12801-moos-manhattan",1
"/recipes/1017848-falling-leaves","/recipes/12800-the-southern-slope",2
"/recipes/1017848-falling-leaves","/recipes/12658-il-sorpasso",1
"/recipes/1017848-falling-leaves","/recipes/12676-shaddocks-fizz",1
"/recipes/1017848-falling-leaves","/recipes/12539-widows-kiss",1
"/recipes/1017848-falling-leaves","/recipes/12538-junior",1
"/recipes/1017848-falling-leaves","/recipes/12528-fancy-free",1
"/recipes/1017848-falling-leaves","/recipes/12537-vieux-carre",1
"/recipes/1017848-falling-leaves","/recipes/12468-too-hot-to-hoot-punch",1
"/recipes/1017848-falling-leaves","/recipes/12441-bourbon-old-fashioned",1
"/recipes/1017848-falling-leaves","/recipes/1015602-massa-man-hattan",1
"/recipes/1017848-falling-leaves","/recipes/1015641-saratoga",1
"/recipes/1017848-falling-leaves","/recipes/1015528-champs-elysees",1
"/recipes/1017848-falling-leaves","/recipes/1013719-butterscotch-scotch-eggnog",1
"/recipes/1017848-falling-leaves","/recipes/1013714-angostura-sour",1
"/recipes/1017848-falling-leaves","/recipes/1013700-hot-port-sangaree",1
"/recipes/1017848-falling-leaves","/recipes/1013705-auld-lang",1
"/recipes/1017848-falling-leaves","/recipes/1013293-venetian-spritz",1
"/recipes/1017848-falling-leaves","/recipes/1013000-old-fashioned",1
"/recipes/1017848-falling-leaves","/recipes/1012966-red-hook-cocktail",1
"/recipes/1017848-falling-leaves","/recipes/1012932-rum-manhattan",1
"/recipes/1017848-falling-leaves","/recipes/1012910-carlo-sud",1
"/recipes/1017848-falling-leaves","/recipes/1012909-the-night-marcher",1
"/recipes/1017848-falling-leaves","/recipes/1012913-the-old-cuban",1
"/recipes/1017848-falling-leaves","/recipes/1015338-the-venetian-spritz",1
"/recipes/1017848-falling-leaves","/recipes/1012599-campbell-swizzle",1
"/recipes/1017848-falling-leaves","/recipes/1012598-queens-park-swizzle",1
"/recipes/1017848-falling-leaves","/recipes/1012537-scotland-yard",1
"/recipes/1017848-falling-leaves","/recipes/1012418-date-old-fashioned",1
"/recipes/1017848-falling-leaves","/recipes/1016312-cherry-crush",1
"/recipes/1017848-falling-leaves","/recipes/1016306-spiced-colada",1
"/recipes/1017848-falling-leaves","/recipes/11291-blue-blazer",1
"/recipes/1017848-falling-leaves","/recipes/1883-brachetto-holiday-punch",1
"/recipes/1017848-falling-leaves","/recipes/11173-duke-of-bedford",1
"/recipes/1017848-falling-leaves","/recipes/786-applejack-cobbler",1
"/recipes/1017848-falling-leaves","/recipes/6437-the-vamp",1
"/recipes/1017848-falling-leaves","/recipes/11406-the-old-fashioned",1
"/recipes/1017848-falling-leaves","/recipes/11555-bemelmans-barter",1
"/recipes/1017848-falling-leaves","/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return",1
"/recipes/1017847-deathbed-manhattan","/recipes/1017781-lions-tail",1
"/recipes/1017847-deathbed-manhattan","/recipes/1017730-jimbo-and-ginga",1
"/recipes/1017847-deathbed-manhattan","/recipes/1016352-pink-gin",1
"/recipes/1017847-deathbed-manhattan","/recipes/1016173-jamie-boudreaus-chocolate-milk",1
"/recipes/1017847-deathbed-manhattan","/recipes/1016010-stone-fence",1
"/recipes/1017847-deathbed-manhattan","/recipes/1015784-act-of-faith",1
"/recipes/1017847-deathbed-manhattan","/recipes/1015394-kenneth-mccoys-old-fashioned",1
"/recipes/1017847-deathbed-manhattan","/recipes/1015396-old-fashioned-whiskey-cocktail",1
"/recipes/1017847-deathbed-manhattan","/recipes/1014677-venezuela-libre",1
"/recipes/1017847-deathbed-manhattan","/recipes/1014653-maple-old-fashioned",1
"/recipes/1017847-deathbed-manhattan","/recipes/1014400-tom-and-jerry",1
"/recipes/1017847-deathbed-manhattan","/recipes/12942-crystal-fall",1
"/recipes/1017847-deathbed-manhattan","/recipes/12801-moos-manhattan",2
"/recipes/1017847-deathbed-manhattan","/recipes/12800-the-southern-slope",2
"/recipes/1017847-deathbed-manhattan","/recipes/12539-widows-kiss",1
"/recipes/1017847-deathbed-manhattan","/recipes/12538-junior",1
"/recipes/1017847-deathbed-manhattan","/recipes/12528-fancy-free",1
"/recipes/1017847-deathbed-manhattan","/recipes/12537-vieux-carre",1
"/recipes/1017847-deathbed-manhattan","/recipes/12468-too-hot-to-hoot-punch",1
"/recipes/1017847-deathbed-manhattan","/recipes/12441-bourbon-old-fashioned",1
"/recipes/1017847-deathbed-manhattan","/recipes/1015602-massa-man-hattan",1
"/recipes/1017847-deathbed-manhattan","/recipes/1015641-saratoga",1
"/recipes/1017847-deathbed-manhattan","/recipes/1015528-champs-elysees",1
"/recipes/1017847-deathbed-manhattan","/recipes/1013714-angostura-sour",1
"/recipes/1017847-deathbed-manhattan","/recipes/1013700-hot-port-sangaree",1
"/recipes/1017847-deathbed-manhattan","/recipes/1013000-old-fashioned",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012966-red-hook-cocktail",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012932-rum-manhattan",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012910-carlo-sud",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012909-the-night-marcher",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012913-the-old-cuban",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012599-campbell-swizzle",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012598-queens-park-swizzle",1
"/recipes/1017847-deathbed-manhattan","/recipes/1012418-date-old-fashioned",1
"/recipes/1017847-deathbed-manhattan","/recipes/1016312-cherry-crush",1
"/recipes/1017847-deathbed-manhattan","/recipes/1016306-spiced-colada",1
"/recipes/1017847-deathbed-manhattan","/recipes/11173-duke-of-bedford",1
"/recipes/1017847-deathbed-manhattan","/recipes/786-applejack-cobbler",1
"/recipes/1017847-deathbed-manhattan","/recipes/6437-the-vamp",1
"/recipes/1017847-deathbed-manhattan","/recipes/11406-the-old-fashioned",1
"/recipes/1017847-deathbed-manhattan","/recipes/11555-bemelmans-barter",1
"/recipes/1017847-deathbed-manhattan","/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return",1
"/recipes/1017805-black-rock-chiller","/recipes/1016368-tequila-sour",1
"/recipes/1017805-black-rock-chiller","/recipes/1014959-frozen-blackberry-margarita",1
"/recipes/1017781-lions-tail","/recipes/1017782-allspice-alexander",1
"/recipes/1017781-lions-tail","/recipes/1017730-jimbo-and-ginga",1
"/recipes/1017781-lions-tail","/recipes/1016352-pink-gin",1
"/recipes/1017781-lions-tail","/recipes/1016279-bourbon-brule",1
"/recipes/1017781-lions-tail","/recipes/1016280-bufala-negra",1
"/recipes/1017781-lions-tail","/recipes/1016278-noreaster",1
"/recipes/1017781-lions-tail","/recipes/1016276-bourbon-milk-punch",1
"/recipes/1017781-lions-tail","/recipes/1016173-jamie-boudreaus-chocolate-milk",1
"/recipes/1017781-lions-tail","/recipes/1016010-stone-fence",1
"/recipes/1017781-lions-tail","/recipes/1015784-act-of-faith",1
"/recipes/1017781-lions-tail","/recipes/1015394-kenneth-mccoys-old-fashioned",1
"/recipes/1017781-lions-tail","/recipes/1015396-old-fashioned-whiskey-cocktail",1
"/recipes/1017781-lions-tail","/recipes/1014677-venezuela-libre",1
"/recipes/1017781-lions-tail","/recipes/1014653-maple-old-fashioned",2
"/recipes/1017781-lions-tail","/recipes/1014400-tom-and-jerry",1
"/recipes/1017781-lions-tail","/recipes/12942-crystal-fall",1
"/recipes/1017781-lions-tail","/recipes/12801-moos-manhattan",1
"/recipes/1017781-lions-tail","/recipes/12800-the-southern-slope",1
"/recipes/1017781-lions-tail","/recipes/12539-widows-kiss",1
"/recipes/1017781-lions-tail","/recipes/12538-junior",1
"/recipes/1017781-lions-tail","/recipes/12528-fancy-free",1
"/recipes/1017781-lions-tail","/recipes/12537-vieux-carre",1
"/recipes/1017781-lions-tail","/recipes/12468-too-hot-to-hoot-punch",2
"/recipes/1017781-lions-tail","/recipes/12441-bourbon-old-fashioned",1
"/recipes/1017781-lions-tail","/recipes/1015602-massa-man-hattan",1
"/recipes/1017781-lions-tail","/recipes/1015641-saratoga",1
"/recipes/1017781-lions-tail","/recipes/1015528-champs-elysees",1
"/recipes/1017781-lions-tail","/recipes/1013654-the-handyman-collins",1
"/recipes/1017781-lions-tail","/recipes/1013714-angostura-sour",1
"/recipes/1017781-lions-tail","/recipes/1013703-milk-punch",1
"/recipes/1017781-lions-tail","/recipes/1013708-original-chatham-artillery-punch",1
"/recipes/1017781-lions-tail","/recipes/1013711-wenzhou-punch",1
"/recipes/1017781-lions-tail","/recipes/1013700-hot-port-sangaree",1
"/recipes/1017781-lions-tail","/recipes/1013000-old-fashioned",2
"/recipes/1017781-lions-tail","/recipes/1012932-rum-manhattan",1
"/recipes/1017781-lions-tail","/recipes/1012910-carlo-sud",1
"/recipes/1017781-lions-tail","/recipes/1012909-the-night-marcher",1
"/recipes/1017781-lions-tail","/recipes/1012913-the-old-cuban",1
"/recipes/1017781-lions-tail","/recipes/1012911-milk-punch",1
"/recipes/1017781-lions-tail","/recipes/1012609-muddy-puddle",1
"/recipes/1017781-lions-tail","/recipes/1012599-campbell-swizzle",1
"/recipes/1017781-lions-tail","/recipes/1012598-queens-park-swizzle",1
"/recipes/1017781-lions-tail","/recipes/1012418-date-old-fashioned",2
"/recipes/1017781-lions-tail","/recipes/1012659-the-murricane",1
"/recipes/1017781-lions-tail","/recipes/1016312-cherry-crush",2
"/recipes/1017781-lions-tail","/recipes/1016306-spiced-colada",1
"/recipes/1017781-lions-tail","/recipes/11255-whiskey-crusta",1
"/recipes/1017781-lions-tail","/recipes/11173-duke-of-bedford",1
"/recipes/1017781-lions-tail","/recipes/786-applejack-cobbler",1
"/recipes/1017781-lions-tail","/recipes/6437-the-vamp",1
"/recipes/1017781-lions-tail","/recipes/11406-the-old-fashioned",1
"/recipes/1017781-lions-tail","/recipes/11555-bemelmans-barter",1
"/recipes/1017781-lions-tail","/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return",1
"/recipes/1017781-lions-tail","/recipes/9192-citrus-julep",1
"/recipes/1017781-lions-tail","/recipes/9193-rainbow-julep",1
"/recipes/1017781-lions-tail","/recipes/6621-clintons-folly",1
"/recipes/1017782-allspice-alexander","/recipes/1015773-spiced-port-punch",1
"/recipes/1017782-allspice-alexander","/recipes/12824-rum-raisin-hot-cocoa",1
"/recipes/1017782-allspice-alexander","/recipes/1013719-butterscotch-scotch-eggnog",1
"/recipes/1017782-allspice-alexander","/recipes/1012608-cherry-ale-sangria",1
"/recipes/1017782-allspice-alexander","/recipes/1012418-date-old-fashioned",1
"/recipes/1017782-allspice-alexander","/recipes/1012669-hot-chocolate-valentine",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1016352-pink-gin",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1016173-jamie-boudreaus-chocolate-milk",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1016010-stone-fence",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1015784-act-of-faith",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1015394-kenneth-mccoys-old-fashioned",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1015396-old-fashioned-whiskey-cocktail",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1014677-venezuela-libre",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1014653-maple-old-fashioned",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1014400-tom-and-jerry",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12942-crystal-fall",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12801-moos-manhattan",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12800-the-southern-slope",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12539-widows-kiss",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12538-junior",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12528-fancy-free",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12537-vieux-carre",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12468-too-hot-to-hoot-punch",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12441-bourbon-old-fashioned",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1015602-massa-man-hattan",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1015641-saratoga",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1015528-champs-elysees",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1013714-angostura-sour",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1013700-hot-port-sangaree",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1013000-old-fashioned",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012932-rum-manhattan",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012910-carlo-sud",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012909-the-night-marcher",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012913-the-old-cuban",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012599-campbell-swizzle",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012598-queens-park-swizzle",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1012418-date-old-fashioned",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1016312-cherry-crush",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1016306-spiced-colada",1
"/recipes/1017730-jimbo-and-ginga","/recipes/12007-kathy-madison",1
"/recipes/1017730-jimbo-and-ginga","/recipes/11173-duke-of-bedford",1
"/recipes/1017730-jimbo-and-ginga","/recipes/786-applejack-cobbler",1
"/recipes/1017730-jimbo-and-ginga","/recipes/6437-the-vamp",1
"/recipes/1017730-jimbo-and-ginga","/recipes/11406-the-old-fashioned",1
"/recipes/1017730-jimbo-and-ginga","/recipes/11555-bemelmans-barter",1
"/recipes/1017730-jimbo-and-ginga","/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return",1
"/recipes/1017601-the-yellow-king","/recipes/1015068-the-merciful-knight",1
"/recipes/1017601-the-yellow-king","/recipes/1015306-the-andorra",1
"/recipes/1017512-pineapple-express","/recipes/1016172-todd-mauls-rhum-agricole-daiquiri",1
"/recipes/1016603-three-sheets-to-the-watermelon","/recipes/12521-siesta",1
"/recipes/1016603-three-sheets-to-the-watermelon","/recipes/12440-tequila-el-diablo",1
"/recipes/1016603-three-sheets-to-the-watermelon","/recipes/12439-tequila-paloma",1
"/recipes/1016603-three-sheets-to-the-watermelon","/recipes/11578-texas-two-step",1
"/recipes/1016603-three-sheets-to-the-watermelon","/recipes/5891-yellow-desert-rose",1
"/recipes/1016603-three-sheets-to-the-watermelon","/recipes/9695-long-island-iced-tea",1
"/recipes/1016367-tequila-and-watermelon","/recipes/1016108-the-sanctimonious-kid",1
"/recipes/1016367-tequila-and-watermelon","/recipes/1015173-smoking-jacket",1
"/recipes/1016367-tequila-and-watermelon","/recipes/12675-tequila-watermelon-punch",1
"/recipes/1016367-tequila-and-watermelon","/recipes/1012905-agridulce-royale",1
"/recipes/1016367-tequila-and-watermelon","/recipes/1012604-watermelon-sugar",1
"/recipes/1016367-tequila-and-watermelon","/recipes/1012605-thai-basil-bliss",1
"/recipes/1016367-tequila-and-watermelon","/recipes/11571-horseradish-pomegranate-margarita",1
"/recipes/1016367-tequila-and-watermelon","/recipes/9647-classic-margarita",1
"/recipes/1016367-tequila-and-watermelon","/recipes/9001-grenadine-punch",1
"/recipes/1016387-yukon-cornelius","/recipes/1016385-fade-to-black",1
"/recipes/1016394-chairmans-reserve","/recipes/1015799-green-tea-punch",1
"/recipes/1016394-chairmans-reserve","/recipes/1015316-mai-tai",1
"/recipes/1016363-pina-colada","/recipes/1014957-frozen-pina-colada",1
"/recipes/1016363-pina-colada","/recipes/1014400-tom-and-jerry",1
"/recipes/1016363-pina-colada","/recipes/1013703-milk-punch",1
"/recipes/1016363-pina-colada","/recipes/1013712-pomegranate-winter-punch",1
"/recipes/1016363-pina-colada","/recipes/1012910-carlo-sud",1
"/recipes/1016363-pina-colada","/recipes/1012913-the-old-cuban",1
"/recipes/1016363-pina-colada","/recipes/1012907-top-notch-volcano",1
"/recipes/1016363-pina-colada","/recipes/11570-malta-fizz",1
"/recipes/1016368-tequila-sour","/recipes/1014959-frozen-blackberry-margarita",1
"/recipes/1016390-afton-club-punch","/recipes/1012601-gin-julep",1
"/recipes/1016369-rum-julep","/recipes/1014958-frozen-banana-daiquiri",1
"/recipes/1016369-rum-julep","/recipes/12516-el-presidente",1
"/recipes/1016369-rum-julep","/recipes/12527-mary-pickford",1
"/recipes/1016369-rum-julep","/recipes/12455-the-battle-of-ivrea",1
"/recipes/1016369-rum-julep","/recipes/1013659-italia-libera",1
"/recipes/1016369-rum-julep","/recipes/1013651-cherry-caipirissima",1
"/recipes/1016369-rum-julep","/recipes/1014182-apple-smash",1
"/recipes/1016369-rum-julep","/recipes/1013185-coconut-daiquiris",1
"/recipes/1016369-rum-julep","/recipes/1012719-watermelon-punch-with-a-kick",1
"/recipes/1016369-rum-julep","/recipes/1012599-campbell-swizzle",1
"/recipes/1016369-rum-julep","/recipes/1012598-queens-park-swizzle",1
"/recipes/1016369-rum-julep","/recipes/1016307-missionarys-downfall",1
"/recipes/1016369-rum-julep","/recipes/1016311-daiquiri-no-2",1
"/recipes/1016369-rum-julep","/recipes/1016317-frozen-daiquiri",1
"/recipes/1016369-rum-julep","/recipes/12088-bleeding-heart",1
"/recipes/1016369-rum-julep","/recipes/11711-mango-mojito",1
"/recipes/1016369-rum-julep","/recipes/9646-mojito",1
"/recipes/1016369-rum-julep","/recipes/9695-long-island-iced-tea",1
"/recipes/1016369-rum-julep","/recipes/11028-loco-rumba",1
"/recipes/1016352-pink-gin","/recipes/1016173-jamie-boudreaus-chocolate-milk",1
"/recipes/1016352-pink-gin","/recipes/1016010-stone-fence",1
"/recipes/1016352-pink-gin","/recipes/1015784-act-of-faith",1
"/recipes/1016352-pink-gin","/recipes/1015394-kenneth-mccoys-old-fashioned",1
"/recipes/1016352-pink-gin","/recipes/1015396-old-fashioned-whiskey-cocktail",1
"/recipes/1016352-pink-gin","/recipes/1015069-the-fox-and-the-grapes",1
"/recipes/1016352-pink-gin","/recipes/1015566-gin-and-coconut-water",1
"/recipes/1016352-pink-gin","/recipes/1014677-venezuela-libre",1
"/recipes/1016352-pink-gin","/recipes/1014653-maple-old-fashioned",1
"/recipes/1016352-pink-gin","/recipes/1014400-tom-and-jerry",1
"/recipes/1016352-pink-gin","/recipes/12942-crystal-fall",1
"/recipes/1016352-pink-gin","/recipes/12801-moos-manhattan",1
"/recipes/1016352-pink-gin","/recipes/12800-the-southern-slope",1
"/recipes/1016352-pink-gin","/recipes/12539-widows-kiss",1
"/recipes/1016352-pink-gin","/recipes/12538-junior",1
"/recipes/1016352-pink-gin","/recipes/12528-fancy-free",1
"/recipes/1016352-pink-gin","/recipes/12537-vieux-carre",1
"/recipes/1016352-pink-gin","/recipes/12468-too-hot-to-hoot-punch",1
"/recipes/1016352-pink-gin","/recipes/12441-bourbon-old-fashioned",1
"/recipes/1016352-pink-gin","/recipes/1015602-massa-man-hattan",1
"/recipes/1016352-pink-gin","/recipes/1015641-saratoga",1
"/recipes/1016352-pink-gin","/recipes/1015528-champs-elysees",1
"/recipes/1016352-pink-gin","/recipes/1013714-angostura-sour",1
"/recipes/1016352-pink-gin","/recipes/1013700-hot-port-sangaree",1
"/recipes/1016352-pink-gin","/recipes/1013000-old-fashioned",1
"/recipes/1016352-pink-gin","/recipes/1012932-rum-manhattan",1
"/recipes/1016352-pink-gin","/recipes/1012910-carlo-sud",1
"/recipes/1016352-pink-gin","/recipes/1012909-the-night-marcher",1
"/recipes/1016352-pink-gin","/recipes/1012913-the-old-cuban",1
"/recipes/1016352-pink-gin","/recipes/1012599-campbell-swizzle",1
"/recipes/1016352-pink-gin","/recipes/1012598-queens-park-swizzle",1
"/recipes/1016352-pink-gin","/recipes/1012418-date-old-fashioned",1
"/recipes/1016352-pink-gin","/recipes/1016312-cherry-crush",1
"/recipes/1016352-pink-gin","/recipes/1016306-spiced-colada",1
"/recipes/1016352-pink-gin","/recipes/11173-duke-of-bedford",1
"/recipes/1016352-pink-gin","/recipes/786-applejack-cobbler",1
"/recipes/1016352-pink-gin","/recipes/6437-the-vamp",1
"/recipes/1016352-pink-gin","/recipes/11406-the-old-fashioned",1
"/recipes/1016352-pink-gin","/recipes/11555-bemelmans-barter",1
"/recipes/1016352-pink-gin","/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return",1
"/recipes/1016385-fade-to-black","/recipes/1015240-better-and-better-cocktail",1
"/recipes/1016385-fade-to-black","/recipes/1012914-the-chadburn",1
"/recipes/1016385-fade-to-black","/recipes/8456-michelada",1
"/recipes/1016392-the-catcher","/recipes/1015099-scirocco-punch",1
"/recipes/1016392-the-catcher","/recipes/12524-aviation",1
"/recipes/1016392-the-catcher","/recipes/12529-brooklyn",1
"/recipes/1016392-the-catcher","/recipes/12528-fancy-free",1
"/recipes/1016392-the-catcher","/recipes/12527-mary-pickford",1
"/recipes/1016392-the-catcher","/recipes/1013139-the-good-word",1
"/recipes/1016392-the-catcher","/recipes/1012966-red-hook-cocktail",1
"/recipes/1016392-the-catcher","/recipes/1012907-top-notch-volcano",1
"/recipes/1016392-the-catcher","/recipes/1016317-frozen-daiquiri",1
"/recipes/1016392-the-catcher","/recipes/8523-el-floridita-daiquiri",1
